9.879589680180472788e-01,2.298803127375352324e-03,-3.257455906913423238e+00
9.879589682078656621e-01,2.298805271874037725e-03,-3.257454354142859998e+00
9.879589683976890413e-01,2.298807416462162866e-03,-3.257452801311306434e+00
9.879589685875118654e-01,2.298809561031489243e-03,-3.257451248495046858e+00
9.879589687706160639e-01,2.298811558935027598e-03,-3.257449799100577081e+00
9.879589689671591790e-01,2.298813850187947632e-03,-3.257448142856201656e+00
9.879589691569751198e-01,2.298815994579734602e-03,-3.257446590171396039e+00
9.879589693611778856e-01,2.298818230888498640e-03,-3.257444968164227017e+00
9.879589695788072445e-01,2.298820760279758017e-03,-3.257443139496718043e+00
9.879589697897295242e-01,2.298823143247687769e-03,-3.257441414080107567e+00
9.879589699939389513e-01,2.298825379680749948e-03,-3.257439791992652545e+00
9.879589702048554578e-01,2.298827762509764346e-03,-3.257438066678985944e+00
9.879589704224917002e-01,2.298830291998247601e-03,-3.257436237953740488e+00
9.879589706267014604e-01,2.298832528408097445e-03,-3.257434615889895024e+00
9.879589708376282919e-01,2.298834911421948363e-03,-3.257432890453616281e+00
9.879589710552639792e-01,2.298837440870885127e-03,-3.257431061764571201e+00
9.879589712661888123e-01,2.298839823823889319e-03,-3.257429336376548079e+00
9.879589714771137565e-01,2.298842206772342897e-03,-3.257427610994265255e+00
9.879589716813345079e-01,2.298844443363234121e-03,-3.257425988814737661e+00
9.879589719224118882e-01,2.298847237649904660e-03,-3.257423968381802037e+00
9.879589721500761090e-01,2.298849739153979721e-03,-3.257422154399845393e+00
9.879589723844388605e-01,2.298852386851119815e-03,-3.257420237336959623e+00
9.879589726255155746e-01,2.298855181098325394e-03,-3.257418216942030487e+00
9.879589728598845433e-01,2.298857828908947194e-03,-3.257416299805656834e+00
9.879589730875532050e-01,2.298860330445823708e-03,-3.257414485812474503e+00
9.879589733286319175e-01,2.298863124691323621e-03,-3.257412465428708437e+00
9.879589735563086839e-01,2.298865626380679726e-03,-3.257410651334029961e+00
9.879589738523613107e-01,2.298869041639649453e-03,-3.257408181316729490e+00
9.879589741350194299e-01,2.298872164508101567e-03,-3.257405917472576018e+00
9.879589744310733890e-01,2.298875579756990816e-03,-3.257403447472509317e+00
9.879589747137447198e-01,2.298878702864991328e-03,-3.257401183468703554e+00
9.879589750097991230e-01,2.298882118093720488e-03,-3.257398713493053766e+00
9.879589752991658758e-01,2.298885387317266011e-03,-3.257396346471711279e+00
9.879589755818368735e-01,2.298888510355873247e-03,-3.257394082530716162e+00
9.879589759100465551e-01,2.298892288834153506e-03,-3.257391349567518191e+00
9.879589762315718060e-01,2.298895921383640410e-03,-3.257388719505247998e+00
9.879589765530963907e-01,2.298899553893806770e-03,-3.257386089476686841e+00
9.879589768712805364e-01,2.298903113455774867e-03,-3.257383510889679368e+00
9.879589771928110054e-01,2.298906746042546616e-03,-3.257380880818945279e+00
9.879589775143446939e-01,2.298910378667646214e-03,-3.257378250727164914e+00
9.879589779113027159e-01,2.298914863423284251e-03,-3.257375003685056392e+00
9.879589783082649568e-01,2.298919348234618187e-03,-3.257371756612790659e+00
9.879589787052309724e-01,2.298923833091573183e-03,-3.257368509517486466e+00
9.879589791022004297e-01,2.298928317985424446e-03,-3.257365262405272688e+00
9.879589794991743279e-01,2.298932802933359616e-03,-3.257362015264050115e+00
9.879589798961514457e-01,2.298937287922320997e-03,-3.257358768103017610e+00
9.879589802931330045e-01,2.298941772961379457e-03,-3.257355520915770963e+00
9.879589806901184490e-01,2.298946258049149385e-03,-3.257352273703304935e+00
9.879589810871071132e-01,2.298950743171516205e-03,-3.257349026475560461e+00
9.879589814841001072e-01,2.298955228352663263e-03,-3.257345779215495174e+00
9.879589818810968760e-01,2.298959713575810145e-03,-3.257342531934932950e+00
9.879589822780971975e-01,2.298964198835358463e-03,-3.257339284637820853e+00
9.879589826751016268e-01,2.298968684155089977e-03,-3.257336037307398069e+00
9.879589830721100530e-01,2.298973169513808101e-03,-3.257332789958605090e+00
9.879589834691218098e-01,2.298977654917446455e-03,-3.257329542587258597e+00
9.879589838661378964e-01,2.298982140368960574e-03,-3.257326295191275811e+00
9.879589842631579799e-01,2.298986625869824541e-03,-3.257323047769616675e+00
9.879589846601812830e-01,2.298991111408001109e-03,-3.257319800330771731e+00
9.879589850572090270e-01,2.298995597003500313e-03,-3.257316552860622938e+00
9.879589854542402128e-01,2.299000082639937256e-03,-3.257313305370738377e+00
9.879589858512752842e-01,2.299004568316407714e-03,-3.257310057861744657e+00
9.879589862483145746e-01,2.299009054046423882e-03,-3.257306810324124502e+00
9.879589866453571956e-01,2.299013539815424056e-03,-3.257303562768130600e+00
9.879589870424038134e-01,2.299018025635955927e-03,-3.257300315184928241e+00
9.879589874394544280e-01,2.299022511501711170e-03,-3.257297067578964533e+00
9.879589878365091504e-01,2.299026997419352427e-03,-3.257293819945531244e+00
9.879589882335672035e-01,2.299031483372369466e-03,-3.257290572296287490e+00
9.879589886306292534e-01,2.299035969375749430e-03,-3.257287324620650626e+00
9.879589890276951891e-01,2.299040455426649976e-03,-3.257284076920634153e+00
9.879589894247655657e-01,2.299044941526839220e-03,-3.257280829194975968e+00
9.879589898218388289e-01,2.299049427672449162e-03,-3.257277581446442305e+00
9.879589902189163109e-01,2.299053913852706736e-03,-3.257274333682581346e+00
9.879589906159975676e-01,2.299058400089781708e-03,-3.257271085887786022e+00
9.879589910130827102e-01,2.299062886371687139e-03,-3.257267838070516230e+00
9.879589914101720716e-01,2.299067372695949314e-03,-3.257264590232496371e+00
9.879589918072650967e-01,2.299071859069153241e-03,-3.257261342369083934e+00
9.879589922043616745e-01,2.299076345489591087e-03,-3.257258094481508603e+00
9.879589926014623602e-01,2.299080831953990295e-03,-3.257254846572060103e+00
9.879589929985669317e-01,2.299085318464732207e-03,-3.257251598639055334e+00
